prefix_s,project_s,src_db_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
GDIX01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03843850,isolate: Kew#0022682,"dev_stage: adult,tissue_type: Leaf",70840316,71049,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GDIY01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03846653,isolate: SAR,"dev_stage: adult,tissue_type: Leaf",64439203,65843,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GDIZ01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03846654,isolate: SEN,"dev_stage: adult,tissue_type: Leaf",70141557,70664,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GDJA01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03846655,isolate: VIT,"dev_stage: adult,tissue_type: Leaf",72220755,76441,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GDJB01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03845715,isolate: ARZ,"dev_stage: adult,tissue_type: Leaf",73877916,73964,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GDJC01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03845717,isolate: FRT,"dev_stage: adult,tissue_type: leaf",63117786,63176,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GDJD01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03843849,isolate: Kew#0021973,"dev_stage: adult,tissue_type: leaf",71538855,74819,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GDJE01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03844703,isolate: Kew#0021995,"dev_stage: adult,tissue_type: leaf",66477168,66502,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GDJF01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03844704,isolate: Kew#0022006,"dev_stage: adult,tissue_type: leaf",67678043,69334,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GDJG01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03844706,isolate: Kew#0021984,"dev_stage: adult,tissue_type: leaf",72287866,75584,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GDJH01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03844707,isolate: Kew#0008589,"dev_stage: adult,tissue_type: leaf",73337425,74093,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GDJI01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03846649,isolate: OPG,"dev_stage: adult,tissue_type: leaf",64320351,64425,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GDJJ01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03846652,isolate: ROC,"dev_stage: adult,tissue_type: Leaf",73348524,73613,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GDJK01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03846651,isolate: RD1,"dev_stage: adult,tissue_type: leaf",73619700,78843,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GDJL01,TSA,GenBank,,PLN,Silene macrodonta,PRJNA289152,SAMN03846656,isolate: MAC 7 COST 16 PL7,"dev_stage: adult,tissue_type: leaf",32337984,63430,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
GDJT01,TSA,GenBank,,PLN,Pisum sativum,PRJNA288408,SAMN03846793,cultivar: Primo,"dev_stage: developing seed 5 days after pollination,tissue_type: developing seed",4170533,6048,0,No,0,0,0,No,,,2016-04-05T00:00:00Z,2016-04-05T00:00:00Z
GDJU01,TSA,GenBank,,PLN,Pisum sativum,PRJNA288408,SAMN03846794,cultivar: Primo,"dev_stage: developing seed 15 days after pollination,tissue_type: developing seed",4716063,6693,0,No,0,0,0,No,,,2016-04-05T00:00:00Z,2016-04-05T00:00:00Z
GDJV01,TSA,GenBank,,PLN,Pisum sativum,PRJNA288408,SAMN03846795,cultivar: Primo,"dev_stage: developing seed 25 days after pollination,tissue_type: developing seed",1713447,2635,0,No,0,0,0,No,,,2016-04-05T00:00:00Z,2016-04-05T00:00:00Z
GDJW01,TSA,GenBank,,PLN,Pisum sativum,PRJNA288408,SAMN03846796,cultivar: A7,"dev_stage: leaves from plants at the pod fill stage,tissue_type: leaf",3076630,4429,0,No,0,0,0,No,,,2016-04-05T00:00:00Z,2016-04-05T00:00:00Z
GDJZ01,TSA,GenBank,,PLN,Pisum sativum,PRJNA288408,SAMN03846798,cultivar: A7,"dev_stage: leaves from plants at the pod fill stage,tissue_type: leaf",3822703,5547,0,No,0,0,0,No,,,2015-08-10T00:00:00Z,2015-08-10T00:00:00Z
GDKC01,TSA,GenBank,,PLN,Ficus carica,PRJNA289240,"SAMN03847041,SAMN03847042",,,26985051,32970,0,No,0,0,0,No,,,2016-08-09T00:00:00Z,2016-08-09T00:00:00Z
GDKD01,TSA,GenBank,,PLN,Cuscuta reflexa,PRJNA290291,SAMN03879961,,"dev_stage: vegetative growth,host: Pelargonium zonale,tissue_type: not attached filaments",32242149,41697,0,No,0,0,0,No,,,2015-11-16T00:00:00Z,2015-11-16T00:00:00Z
GDKE01,TSA,GenBank,,PLN,Cuscuta gronovii,PRJNA291830,SAMN03955859,,"dev_stage: vegetative growth,host: Pelargonium zonale,tissue_type: not attached filaments",22982928,31130,0,No,0,0,0,No,,,2015-11-16T00:00:00Z,2015-11-16T00:00:00Z
GDKG01,TSA,GenBank,,PLN,Bixa orellana,PRJNA290519,SAMN03892718,isolate: Peruana Roja,"dev_stage: Young leaf\, Immature seed and Mature seed,tissue_type: Young leaf\, Immature seed and Mature seed",99143516,52515,0,No,0,0,0,No,,,2015-11-04T00:00:00Z,2015-11-04T00:00:00Z
GDKL01,TSA,GenBank,,PLN,Salvia pomifera,PRJNA292070,SAMN03968470,,"dev_stage: mature,tissue_type: Trichomes",42264336,65974,0,No,0,0,0,No,,,2016-08-02T00:00:00Z,2016-08-02T00:00:00Z
GDKN01,TSA,GenBank,,PLN,Arachis hypogaea,PRJNA291488,"SAMN03944933,SAMN03944934,SAMN03944935,SAMN03944936,SAMN03944937,SAMN03944938,SAMN03944939,SAMN03944940,SAMN03944941,SAMN03944942,SAMN03944943,SAMN03944944,SAMN03944945,SAMN03944946,SAMN03944947,SAMN03944948,SAMN03944949,SAMN03944950,SAMN03944951,SAMN03944952,SAMN03944953,SAMN03944954,SAMN03944955,SAMN03944956,SAMN03944957,SAMN03944958,SAMN03944959,SAMN03944960,SAMN03944961,SAMN03944962,SAMN03944963,SAMN03944964,SAMN03944965,SAMN03944966,SAMN03944967,SAMN03944968,SAMN03944969,SAMN03944970,SAMN03944971,SAMN03944972,SAMN03944973,SAMN03944974,SAMN03944975,SAMN03944976,SAMN03944977,SAMN03944978,SAMN03944979,SAMN03944980,SAMN03944981,SAMN03944982,SAMN03944983,SAMN03944984,SAMN03944985,SAMN03944986,SAMN03944987,SAMN03944988,SAMN03944989,SAMN03944990",,,129918697,102303,0,No,0,0,0,No,,,2015-11-02T00:00:00Z,2015-11-02T00:00:00Z
GDKT01,TSA,GenBank,,PLN,Vigna unguiculata subsp. sesquipedalis,PRJNA290938,"SAMN03923016,SAMN03944580",,tissue_type: leaf,55576645,85120,0,No,0,0,0,No,,,2016-03-31T00:00:00Z,2016-02-24T00:00:00Z
GGJX01,TSA,GenBank,,PLN,Arabidopsis thaliana,PRJNA437326,SAMN08649125,,"dev_stage: Pre-flowering,tissue_type: leaf",74536800,63997,0,No,0,0,0,No,,,2018-08-08T00:00:00Z,2018-08-08T00:00:00Z
GGKA01,TSA,GenBank,,PLN,Medicago sativa,PRJNA437326,SAMN08649126,cultivar: PG1557,"dev_stage: Pre-flowering,tissue_type: leaf",313370439,580190,0,No,0,0,0,No,,,2018-08-08T00:00:00Z,2018-08-08T00:00:00Z
GGKS01,TSA,GenBank,,PLN,Cucurbita pepo subsp. pepo,PRJNA439198,"SAMN08742104,SAMN08742105,SAMN08742106,SAMN08742107,SAMN08742108,SAMN08742109,SAMN08742110,SAMN08742111,SAMN08742112,SAMN08742113,SAMN08742114,SAMN08742115,SAMN08742116,SAMN08742117,SAMN08742118,SAMN08742119,SAMN08742120,SAMN08742121",,,95270666,71484,0,No,0,0,0,No,,,2018-04-13T00:00:00Z,2018-04-13T00:00:00Z
GGLF01,TSA,GenBank,,PLN,Nepenthes x hookeriana,PRJNA299862,SAMN06660655,,"dev_stage: Mature within 1 day of pitcher opening,tissue_type: Pitcher",57333289,33278,0,No,0,0,0,No,,,2018-06-04T00:00:00Z,2018-06-04T00:00:00Z
GGLG01,TSA,GenBank,,PLN,Nepenthes rafflesiana,PRJNA299862,SAMN06660654,,"dev_stage: Mature within 1 day of pitcher opening,tissue_type: Pitcher",51342367,30558,0,No,0,0,0,No,,,2018-06-04T00:00:00Z,2018-06-04T00:00:00Z
GGLJ01,TSA,GenBank,,PLN,Nepenthes ampullaria,PRJNA299862,SAMN06660653,,"dev_stage: Mature within 1 day of pitcher opening,tissue_type: Pitcher",42148385,25914,0,No,0,0,0,No,,,2018-06-04T00:00:00Z,2018-06-04T00:00:00Z
GGLN01,TSA,GenBank,,PLN,Phyllanthus emblica,PRJNA431341,SAMN08388793,,tissue_type: leaf,54567568,76148,0,No,0,0,0,No,,,2018-04-13T00:00:00Z,2018-04-13T00:00:00Z
GGMG01,TSA,GenBank,,PLN,Euphorbia lathyris,PRJNA450173,SAMN08932125,,tissue_type: latex,38999845,33441,0,No,0,0,0,No,,,2019-06-11T00:00:00Z,2019-06-11T00:00:00Z
GGMH01,TSA,GenBank,,PLN,Euphorbia lathyris,PRJNA282739,SAMN03576651,cultivar: single individual plant,tissue_type: seed,30120170,23757,0,No,0,0,0,No,,,2019-05-17T00:00:00Z,2019-05-17T00:00:00Z
GGMM01,TSA,GenBank,,PLN,Cedrela balansae,PRJNA451202,SAMN08964270,isolate: C balansae,"dev_stage: adult,tissue_type: leafs",12347264,27075,0,No,0,0,0,No,,,2018-08-30T00:00:00Z,2018-08-30T00:00:00Z
GGMO01,TSA,GenBank,,PLN,Actinidia chinensis,PRJNA436459,"SAMN08625669,SAMN08625670,SAMN08625671,SAMN08625672,SAMN08625673,SAMN08625674,SAMN08625675,SAMN08625676,SAMN08625677,SAMN08625678,SAMN08625679,SAMN08625680,SAMN08625681,SAMN08625682,SAMN08625683,SAMN08625684",,tissue_type: all plant,36968152,39594,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
GGMP01,TSA,GenBank,,PLN,Laguncularia racemosa,PRJNA355123,"SAMN06064191,SAMN06064192,SAMN06064193,SAMN06064194",,,55313613,46789,0,No,0,0,0,No,,,2019-01-15T00:00:00Z,2019-01-15T00:00:00Z
GGMQ01,TSA,GenBank,,PLN,Citrus maxima,PRJNA430310,"SAMN08369251,SAMN08369252,SAMN08369253,SAMN08369254,SAMN08369255,SAMN08369256",,,58136486,69999,0,No,0,0,0,No,,,2018-05-10T00:00:00Z,2018-05-10T00:00:00Z
GGNI01,TSA,GenBank,,PLN,Lepidium meyenii,PRJNA450202,"SAMN08932292,SAMN08932293,SAMN08932294",,,2347010,6330,0,No,0,0,0,No,,,2018-05-14T00:00:00Z,2018-05-14T00:00:00Z
GGNJ01,TSA,GenBank,,PLN,Hamamelis mollis,PRJNA454742,SAMN09010486,,"dev_stage: seedling,isolation_source: Green House,tissue_type: leaves",347381992,642341,0,No,0,0,0,No,,,2019-04-04T00:00:00Z,2019-04-04T00:00:00Z
GGNK01,TSA,GenBank,,PLN,Astragalus canadensis,PRJNA451356,SAMN08968809,,tissue_type: nodules,21546268,44857,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2018-05-15T00:00:00Z
GGNL01,TSA,GenBank,,PLN,Galega orientalis,PRJNA451350,SAMN08968805,,tissue_type: nodules,27514371,53406,0,No,0,0,0,No,,,2018-05-17T00:00:00Z,2018-05-17T00:00:00Z
GGNM01,TSA,GenBank,,PLN,Ononis spinosa,PRJNA451352,SAMN08968806,,tissue_type: nodules,12910841,29026,0,No,0,0,0,No,,,2018-05-17T00:00:00Z,2018-05-17T00:00:00Z
GGNN01,TSA,GenBank,,PLN,Glycyrrhiza uralensis,PRJNA451355,SAMN08968808,,tissue_type: nodules,43731012,75031,0,No,0,0,0,No,,,2018-05-17T00:00:00Z,2018-05-17T00:00:00Z
GGNO01,TSA,GenBank,,PLN,Onobrychis viciifolia,PRJNA451349,SAMN08968804,,tissue_type: nodules,35471310,60964,0,No,0,0,0,No,,,2018-05-17T00:00:00Z,2018-05-17T00:00:00Z
GGNP01,TSA,GenBank,,PLN,Oxytropis lambertii,PRJNA451347,SAMN08968803,,tissue_type: nodules,27667370,57688,0,No,0,0,0,No,,,2018-05-17T00:00:00Z,2018-05-17T00:00:00Z
GGNW01,TSA,GenBank,,PLN,Camellia sinensis,PRJNA417349,"SAMN07983236,SAMN07983237,SAMN07983238,SAMN07983239,SAMN07983240,SAMN07983241,SAMN07983242,SAMN07983243,SAMN07983244,SAMN07983245,SAMN07983246,SAMN07983247",,,113796816,167884,0,No,0,0,0,No,,,2019-04-05T00:00:00Z,2019-04-05T00:00:00Z
GGPQ01,TSA,GenBank,,PLN,Panax notoginseng,PRJNA472654,"SAMN09239773,SAMN09239774,SAMN09239775,SAMN09239776,SAMN09239777,SAMN09239778,SAMN09239779,SAMN09239780,SAMN09239781,SAMN09239782,SAMN09239783,SAMN09239784",,,51251689,80551,0,No,0,0,0,No,,,2018-06-19T00:00:00Z,2018-06-19T00:00:00Z
GGQG01,TSA,GenBank,,PLN,Cichorium intybus,PRJNA328202,SAMN05366362,,"dev_stage: 3 week-old and 4 month-old plants,tissue_type: apices\, stems\, leaves and roots",71805665,58857,0,No,0,0,0,No,,,2019-04-02T00:00:00Z,2019-04-02T00:00:00Z
GGQH01,TSA,GenBank,,PLN,Quercus pubescens,PRJNA450334,"SAMN08935648,SAMN08935649,SAMN08935650,SAMN08935651,SAMN08935652",,tissue_type: leaf,14650,15,15,Yes,0,0,0,No,,,2018-06-15T00:00:00Z,2018-06-15T00:00:00Z
GGQI01,TSA,GenBank,,PLN,Quercus ilex,PRJNA450334,"SAMN08935633,SAMN08935634,SAMN08935635,SAMN08935636,SAMN08935637",,tissue_type: leaf,18635,14,14,Yes,0,0,0,No,,,2018-06-15T00:00:00Z,2018-06-15T00:00:00Z
GGQJ01,TSA,GenBank,,PLN,Quercus robur,PRJNA450334,"SAMN08935654,SAMN08935655,SAMN08935656,SAMN08935657",,tissue_type: leaf,26773,23,23,Yes,0,0,0,No,,,2018-06-15T00:00:00Z,2018-06-15T00:00:00Z
GGQM01,TSA,GenBank,,PLN,Cichorium endivia,PRJNA417356,SAMN07983365,cultivar: Domari,"dev_stage: 3 week-old and 4 month-old plants,tissue_type: apices\, stems\, leaves and roots",96064266,77022,0,No,0,0,0,No,,,2019-04-02T00:00:00Z,2019-04-02T00:00:00Z
GGRA01,TSA,GenBank,,PLN,Berberis thunbergii,PRJNA478187,SAMN09500752,cultivar: Kobold,"dev_stage: young plants,tissue_type: several",189291041,122872,0,No,0,0,0,No,,,2018-07-02T00:00:00Z,2018-07-02T00:00:00Z
GGRM01,TSA,GenBank,,PLN,Panax ginseng,PRJNA302556,"SAMN04283910,SAMN04283957,SAMN04283959,SAMN04283960,SAMN04284649,SAMN04284650,SAMN04284664,SAMN04284665,SAMN04284689,SAMN04284691,SAMN04284692,SAMN04284693,SAMN04285039,SAMN04285041",,,426974,440,0,No,0,0,0,No,,,2018-07-20T00:00:00Z,2018-07-20T00:00:00Z
GGRT01,TSA,GenBank,,PLN,Carya illinoinensis,PRJNA411951,"SAMN07691980,SAMN07691981,SAMN07691982,SAMN07691983,SAMN07691984,SAMN07691985,SAMN07691986,SAMN07691987,SAMN07691988,SAMN07691989,SAMN07691990,SAMN07691991",,,74628586,83586,0,No,0,0,0,No,,,2018-07-10T00:00:00Z,2018-07-10T00:00:00Z
GGRV01,TSA,GenBank,,PLN,Lavandula angustifolia,PRJNA391145,"SAMN07257947,SAMN07257948,SAMN07257949,SAMN07257950,SAMN07257951,SAMN07257952",,,15385418,8640,0,No,0,0,0,No,,,2018-07-20T00:00:00Z,2018-07-20T00:00:00Z
GGRW01,TSA,GenBank,,PLN,Lavandula angustifolia,PRJNA391145,"SAMN07257948,SAMN07257950,SAMN07257952",,,20144815,8030,0,No,0,0,0,No,,,2019-08-06T00:00:00Z,2019-08-06T00:00:00Z
GGSA01,TSA,GenBank,,PLN,Corylus avellana,PRJNA316492,"SAMN04581313,SAMN04581314,SAMN04581315,SAMN04581317,SAMN04581318,SAMN04581319",,,102833162,86394,0,No,0,0,0,No,,,2018-07-20T00:00:00Z,2018-07-20T00:00:00Z
GGSB01,TSA,GenBank,,PLN,Glehnia littoralis,PRJNA248158,SAMN02793994,,"tissue_type: leaf\, stem\, root",139150528,105847,0,No,0,0,0,No,,,2018-07-20T00:00:00Z,2018-07-20T00:00:00Z
GGSF01,TSA,GenBank,,PLN,Tectona grandis,PRJNA287604,SAMN03784593,cultivar: commercial cultivar without breeding,"dev_stage: Young plants,tissue_type: roots",839489,977,0,No,0,0,0,No,,,2018-07-24T00:00:00Z,2018-07-24T00:00:00Z
GGSI01,TSA,GenBank,,PLN,Aquilaria malaccensis,PRJNA449813,"SAMN08918380,SAMN08918381",,,128239802,140168,0,No,0,0,0,No,,,2018-07-30T00:00:00Z,2018-07-30T00:00:00Z
GGTM01,TSA,GenBank,,PLN,Camellia sinensis,PRJNA326299,"SAMN05275837,SAMN05275838,SAMN05275840,SAMN05275841",,,56174677,72386,0,No,0,0,0,No,,,2018-10-10T00:00:00Z,2018-10-10T00:00:00Z
GGTY01,TSA,GenBank,,PLN,Myosoton aquaticum,PRJNA429091,SAMN08329153,,"isolation_source: progeny of resistant single plant,tissue_type: leaf",77484677,91967,0,No,0,0,0,No,,,2019-06-11T00:00:00Z,2019-06-11T00:00:00Z
GGUJ01,TSA,GenBank,,PLN,Citrus maxima,PRJNA430306,"SAMN08369220,SAMN08369221,SAMN08369222,SAMN08369223,SAMN08369224,SAMN08369225",,,68395229,89757,0,No,0,0,0,No,,,2018-08-08T00:00:00Z,2018-08-08T00:00:00Z
GGUM01,TSA,GenBank,,PLN,Citrus maxima,PRJNA430145,"SAMN08366861,SAMN08366862,SAMN08366863,SAMN08366864,SAMN08366865,SAMN08366866",,,54066408,67520,0,No,0,0,0,No,,,2018-08-28T00:00:00Z,2018-08-28T00:00:00Z
GGWA01,TSA,GenBank,,PLN,Citrus maxima,PRJNA433063,"SAMN08358188,SAMN08358189,SAMN08358190,SAMN08366864,SAMN08366865,SAMN08366866",,,52246399,62850,0,No,0,0,0,No,,,2018-09-21T00:00:00Z,2018-09-21T00:00:00Z
GGXM01,TSA,GenBank,,PLN,Garcinia mangostana,PRJNA321150,"SAMN06670216,SAMN06670217,SAMN06670218,SAMN06670219",,,386552205,279376,0,No,0,0,0,No,,,2019-10-15T00:00:00Z,2019-03-22T00:00:00Z
GGXO01,TSA,GenBank,,PLN,Ceanothus thyrsiflorus,PRJNA454377,SAMN09935521,,tissue_type: nodule,96974693,135516,0,No,0,0,0,No,,,2018-10-10T00:00:00Z,2018-10-10T00:00:00Z
GGXR01,TSA,GenBank,,PLN,Datisca glomerata,PRJNA454375,"SAMN09935373,SAMN09935377,SAMN09935386,SAMN09935389,SAMN09935391",,,168729685,163581,0,No,0,0,0,No,,,2018-10-10T00:00:00Z,2018-10-10T00:00:00Z
GGXS01,TSA,GenBank,,PLN,Plectranthus amboinicus,PRJNA491229,SAMN10067986,,"dev_stage: matured leaves,tissue_type: leaves",19392931,33708,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
GGXU01,TSA,GenBank,,PLN,Strobilanthes crispa,PRJNA491228,SAMN10067985,,"dev_stage: matured leaves,tissue_type: leaves",14577049,25563,0,No,0,0,0,No,,,2018-10-10T00:00:00Z,2018-10-10T00:00:00Z
GGYE01,TSA,GenBank,,PLN,Gynura procumbens,PRJNA493987,SAMN10147328,isolate: Leaves,"dev_stage: matured leaves,tissue_type: leaves",14346352,15874,0,No,0,0,0,No,,,2018-10-11T00:00:00Z,2018-10-11T00:00:00Z
GGZO01,TSA,GenBank,,PLN,Pelargonium radula,PRJNA491235,SAMN10067991,isolate: Leaves,"dev_stage: matured leaves,tissue_type: leaves",21540292,31910,0,No,0,0,0,No,,,2018-10-17T00:00:00Z,2018-10-17T00:00:00Z
GGZP01,TSA,GenBank,,PLN,Lupinus angustifolius,PRJNA494078,SAMN06925783,cultivar: Oskar,"dev_stage: plants started to set seeds,tissue_type: seeds (~ 2 cm)\, large pods not including seeds (~ 5 cm)\, large seeds (the seeds inside the large pods)\, flowers\, pedicels\, leaves\, stems and roots",158492798,184874,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
GGZQ01,TSA,GenBank,,PLN,Plectranthus aromaticus,PRJNA491230,SAMN10067987,,"dev_stage: matured leaves,tissue_type: leaves",19110324,42058,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
GGZY01,TSA,GenBank,,PLN,Justicia gendarussa,PRJNA491242,SAMN10068013,"cultivar: Bum. F.,isolate: Black variety","dev_stage: matured leaves,tissue_type: leaves",16769138,24831,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
GHAA01,TSA,GenBank,,PLN,Justicia gendarussa,PRJNA491241,SAMN10068012,"cultivar: Bum. F.,isolate: green variety","dev_stage: matured leaves,tissue_type: leaves",14169398,21844,0,No,0,0,0,No,,,2018-11-06T00:00:00Z,2018-11-06T00:00:00Z
GHBN01,TSA,GenBank,,PLN,Helianthus tuberosus,PRJNA503650,SAMN10368773,cultivar: QY1,"dev_stage: Tuber storage period,tissue_type: mixed samples",44260427,60712,0,No,0,0,0,No,,,2018-11-13T00:00:00Z,2018-11-13T00:00:00Z
GHDH01,TSA,GenBank,,PLN,Malpighia emarginata,PRJNA473364,SAMN09272896,cultivar: BRS 235 (Apodi),"dev_stage: organs,tissue_type: Leaves\, flowers and fruits",234809977,135698,0,No,0,0,0,No,,,2019-01-08T00:00:00Z,2019-01-08T00:00:00Z
GHDY01,TSA,GenBank,,PLN,Taraxacum coreanum,PRJNA513474,SAMN10713427,,tissue_type: Whole plant tissue,37948204,48960,0,No,0,0,0,No,,,2019-01-22T00:00:00Z,2019-01-22T00:00:00Z
GHEJ01,TSA,GenBank,,PLN,Davidia involucrata,PRJNA513477,SAMN10721416,,"dev_stage: Mature inflorescence stage,isolation_source: Mountain,tissue_type: mature white bracts",50297639,58251,0,No,0,0,0,No,,,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GHEL01,TSA,GenBank,,PLN,Camellia sinensis,PRJNA493214,"SAMN10132112,SAMN10132113,SAMN10132114,SAMN10132115,SAMN10132116,SAMN10132117,SAMN10132118,SAMN10132119",,,132814207,223018,0,No,0,0,0,No,,,2019-02-04T00:00:00Z,2019-02-04T00:00:00Z
GHEO01,TSA,GenBank,,PLN,Davidia involucrata,PRJNA513477,SAMN10721415,,"dev_stage: Mature inflorescence stage,isolation_source: Mountain,tissue_type: mature full- pistils",53133279,61613,0,No,0,0,0,No,,,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GHEP01,TSA,GenBank,,PLN,Davidia involucrata,PRJNA513477,SAMN10721414,,"dev_stage: Mature inflorescence stage,isolation_source: Mountain,tissue_type: mature full-stamens",46196401,56427,0,No,0,0,0,No,,,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GHEQ01,TSA,GenBank,,PLN,Davidia involucrata,PRJNA513477,SAMN10721417,,"dev_stage: Young inflorescence stage,isolation_source: Mountain,tissue_type: pale green bracts in early stage",50026454,58242,0,No,0,0,0,No,,,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GHER01,TSA,GenBank,,PLN,Davidia involucrata,PRJNA513477,SAMN10721419,,"isolation_source: Mountain,tissue_type: mixed multiple organizations",54712449,64693,0,No,0,0,0,No,,,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GHES01,TSA,GenBank,,PLN,Davidia involucrata,PRJNA513477,SAMN10721422,,"dev_stage: Mature inflorescence stage,isolation_source: Mountain,tissue_type: mixed with DoveR01_LX\, DoveR02_LC\, DoveR03_LB\, DoveR04_YB\, DoveR05_YR\, DoveR06_ZR",55792500,48529,48529,Yes,0,0,0,No,,,2019-08-08T00:00:00Z,2019-08-08T00:00:00Z
GHET01,TSA,GenBank,,PLN,Davidia involucrata,PRJNA513477,SAMN10721418,,"dev_stage: Young inflorescence stage,isolation_source: Mountain,tissue_type: full-stamens and full-pistils in early stage",50702852,61680,0,No,0,0,0,No,,,2019-08-09T00:00:00Z,2019-08-09T00:00:00Z
GHEV01,TSA,GenBank,,PLN,Boehmeria nivea,PRJNA517198,SAMN10822524,cultivar: Zhongzhu 1,"tissue_type: leaves\, stems\, roots and flowers",80414658,30591,0,No,0,0,0,No,,,2019-02-12T00:00:00Z,2019-02-12T00:00:00Z
GHGG01,TSA,GenBank,,PLN,Suaeda salsa,PRJNA483102,"SAMN09726234,SAMN09726235,SAMN09726236,SAMN09726237,SAMN09726238,SAMN09726239",,,246699860,216986,0,No,0,0,0,No,,,2019-03-01T00:00:00Z,2019-03-01T00:00:00Z
GHGX01,TSA,GenBank,,PLN,Fagus crenata,PRJNA523682,"SAMN10986213,SAMN10986214,SAMN10986215,SAMN10986216,SAMN10986217,SAMN10986218,SAMN10986219,SAMN10986220,SAMN10986221,SAMN10986222",,,152725594,206708,0,No,0,0,0,No,,,2019-03-08T00:00:00Z,2019-03-08T00:00:00Z
GHHM01,TSA,GenBank,,PLN,Ipomoea batatas,PRJNA525886,"SAMN11079666,SAMN11079667,SAMN11079671,SAMN11079677,SAMN11079684,SAMN11079685,SAMN11079686,SAMN11079693,SAMN11079695,SAMN11079696,SAMN11079719,SAMN11079731,SAMN11079732,SAMN11079737,SAMN11079744,SAMN11079745,SAMN11079746,SAMN11079747,SAMN11079755",,,35757501,33681,0,No,0,0,0,No,,,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GHIY01,TSA,GenBank,,PLN,Melastoma malabathricum,PRJNA491247,SAMN10068243,"cultivar: Linn,isolate: Leaves","dev_stage: matured leaves,tissue_type: leaves",15670825,26768,0,No,0,0,0,No,,,2019-04-18T00:00:00Z,2019-04-18T00:00:00Z
GHJA01,TSA,GenBank,,PLN,Medicago archiducis-nicolai,PRJNA529557,"SAMN11269562,SAMN11269563",,,63963320,94778,0,No,0,0,0,No,,,2019-04-15T00:00:00Z,2019-04-15T00:00:00Z
GHJQ01,TSA,GenBank,,PLN,Digitalis ferruginea subsp. schischkinii,PRJNA532829,SAMN11415826,,"tissue_type: Pooled root\, nodes and leafs",50797624,58369,0,No,0,0,0,No,,,2019-05-03T00:00:00Z,2019-05-03T00:00:00Z
