id,prefix_s,project_s,src_db_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
403,GAEK01,TSA,GenBank,,PLN,Pseudotsuga menziesii var. menziesii,PRJNA163535,"SAMN00849794,SAMN00110499",,,53420017,37177,0,No,0,0,0,No,,,2015-07-20T00:00:00Z,2013-02-14T00:00:00Z
481,GASP01,TSA,GenBank,,PLN,Pteridium aquilinum subsp. aquilinum,PRJNA48473,SAMN02570450,isolate: Wolf 923,,27706076,51827,0,No,0,0,0,No,,,2014-04-21T00:00:00Z,2014-03-26T00:00:00Z
386,GABI01,TSA,GenBank,,PLN,Puccinellia tenuiflora,PRJNA176609,,,"dev_stage: 45 days after germination,tissue_type: seedling",701264,1196,0,No,0,0,0,No,,,2012-10-31T00:00:00Z,2012-10-31T00:00:00Z
525,GBGR01,TSA,GenBank,,PLN,Punica granatum,PRJNA231033,SAMN02803728,,,54774396,65353,0,No,0,0,0,No,,,2014-09-08T00:00:00Z,2014-09-08T00:00:00Z
608,GBXL01,TSA,GenBank,,PLN,Pyrus communis,PRJNA255920,"SAMN02929682,SAMN02929683,SAMN02929684,SAMN02929685,SAMN02929686,SAMN02929687,SAMN02929688,SAMN02929689,SAMN02929690,SAMN02929691,SAMN02929692,SAMN02929693",,,92135470,101109,0,No,0,0,0,No,,,2015-10-13T00:00:00Z,2015-08-31T00:00:00Z
436,GALR01,TSA,GenBank,,PLN,Pyrus pyrifolia,PRJNA195551,SAMN02213823,,"dev_stage: 80-d fruit,tissue_type: pericarp",26319243,23157,0,No,0,0,0,No,,,2014-03-06T00:00:00Z,2013-07-16T00:00:00Z
509,GBED01,TSA,GenBank,,PLN,Pyrus pyrifolia,PRJNA245398,SAMN02737232,cultivar: Cuiguan,tissue_type: fruit,3174877,2661,0,No,0,0,0,No,,,2014-05-09T00:00:00Z,2014-05-09T00:00:00Z
852,GEUS01,TSA,GenBank,,PLN,Quercus austrocochinchinensis,PRJNA274197,SAMN03323351,cultivar: Quercus austrocochinchinensis_DMlab,"tissue_type: new leaf\, old leaf\, root and stem",39427557,49845,0,No,0,0,0,No,,,2016-07-27T00:00:00Z,2016-07-27T00:00:00Z
290,GHJU01,TSA,GenBank,,PLN,Quercus castanea,PRJNA532454,SAMN11400229,isolate: one oak tree,"dev_stage: adult tree,tissue_type: seven samples of gall tissue and two samples of ungalled leaves",194396617,201540,0,No,0,0,0,No,,,2019-05-01T00:00:00Z,2019-05-01T00:00:00Z
64,GFWT01,TSA,GenBank,,PLN,Quercus ilex,PRJNA407283,SAMN07315058,,tissue_type: seedlings,67363028,119889,0,No,0,0,0,No,,,2017-09-27T00:00:00Z,2017-09-27T00:00:00Z
229,GGQI01,TSA,GenBank,,PLN,Quercus ilex,PRJNA450334,"SAMN08935633,SAMN08935634,SAMN08935635,SAMN08935636,SAMN08935637",,tissue_type: leaf,18635,14,14,Yes,0,0,0,No,,,2018-06-15T00:00:00Z,2018-06-15T00:00:00Z
851,GEUR01,TSA,GenBank,,PLN,Quercus kerrii,PRJNA274198,SAMN03323692,cultivar: Quercus kerrii_DMlab,"tissue_type: new leaf\, old leaf\, root and stem",38001042,50767,0,No,0,0,0,No,,,2016-07-27T00:00:00Z,2016-07-27T00:00:00Z
228,GGQH01,TSA,GenBank,,PLN,Quercus pubescens,PRJNA450334,"SAMN08935648,SAMN08935649,SAMN08935650,SAMN08935651,SAMN08935652",,tissue_type: leaf,14650,15,15,Yes,0,0,0,No,,,2018-06-15T00:00:00Z,2018-06-15T00:00:00Z
230,GGQJ01,TSA,GenBank,,PLN,Quercus robur,PRJNA450334,"SAMN08935654,SAMN08935655,SAMN08935656,SAMN08935657",,tissue_type: leaf,26773,23,23,Yes,0,0,0,No,,,2018-06-15T00:00:00Z,2018-06-15T00:00:00Z
333,HABZ01,TSA,ENA,,PLN,Quercus suber,PRJEB6178,,,tissue_type: fruits covering 5 different developmental stages,71501374,80357,0,No,0,0,0,No,,,2015-10-01T00:00:00Z,2014-06-27T00:00:00Z
916,GFBU01,TSA,GenBank,,PLN,Rafflesia cantleyi,PRJNA323654,SAMN05185186,,"dev_stage: Flower,tissue_type: Perigone lobe",11570963,18052,0,No,0,0,0,No,,,2017-03-29T00:00:00Z,2017-03-29T00:00:00Z
662,GCRW01,TSA,GenBank,,PLN,Raphanus sativus,PRJNA271199,SAMN03273302,cultivar: Nau-RG,"dev_stage: Seedlings,tissue_type: taproot",185034,120,0,Yes,0,0,0,No,,,2015-04-07T00:00:00Z,2015-04-07T00:00:00Z
826,GEMG01,TSA,GenBank,,PLN,Raphanus sativus,PRJNA316891,SAMN04592457,"cultivar: NAU-LU127,isolate: RADISH leaf","dev_stage: vegetative stage and reproductive stage,tissue_type: leaf",40831203,47787,0,No,0,0,0,No,,,2016-06-27T00:00:00Z,2016-06-27T00:00:00Z
395,GACE01,TSA,GenBank,,PLN,Rauvolfia serpentina,PRJNA176963,SAMN1798285,,,112892199,99504,0,No,0,0,0,No,,,2012-12-04T00:00:00Z,2012-12-04T00:00:00Z
701,GDGE01,TSA,GenBank,,PLN,Reseda odorata,PRJNA283303,SAMN03761940,cultivar: PE004,"dev_stage: Multiple,tissue_type: Mixture of Tissues",813261,735,0,No,0,0,0,No,,,2015-07-09T00:00:00Z,2015-07-09T00:00:00Z
447,GAMW01,TSA,GenBank,,PLN,Rhazya stricta,PRJNA215242,,,tissue_type: Leaf,45715479,27617,0,No,0,0,0,No,,,2014-01-30T00:00:00Z,2014-01-30T00:00:00Z
148,GGEC01,TSA,GenBank,,PLN,Rhizophora mucronata,PRJNA345155,SAMN05846347,,tissue_type: leaf,98652444,93960,93960,Yes,0,0,0,No,,,2018-03-07T00:00:00Z,2018-03-07T00:00:00Z
46,GFVD01,TSA,GenBank,,PLN,Rhodiola rosea,PRJNA398393,"SAMN07510074,SAMN07510075",,,130612987,127944,0,No,0,0,0,No,,,2018-01-02T00:00:00Z,2018-01-02T00:00:00Z
47,GFVE01,TSA,GenBank,,PLN,Rhodiola rosea,PRJNA398393,SAMN07510075,isolate: Lab grown plant,"isolation_source: Laboratory environment,tissue_type: Crown",89735627,84365,0,No,0,0,0,No,,,2018-01-02T00:00:00Z,2018-01-02T00:00:00Z
48,GFVF01,TSA,GenBank,,PLN,Rhodiola rosea,PRJNA398393,SAMN07510074,isolate: Lab grown plant,"isolation_source: Laboratory environment,tissue_type: root",108056939,104812,0,No,0,0,0,No,,,2018-01-02T00:00:00Z,2018-01-02T00:00:00Z
923,GFCU01,TSA,GenBank,,PLN,Rhododendron delavayi,PRJNA358123,SAMN06166714,isolate: Kun Ming,tissue_type: flower,84662619,83441,0,No,0,0,0,No,,,2018-01-02T00:00:00Z,2018-01-02T00:00:00Z
845,GETJ01,TSA,GenBank,,PLN,Rosa chinensis,PRJNA325141,SAMN05220840,"cultivar: Green rose,isolate: Phyllody phenotype","dev_stage: Flower buds,tissue_type: Flower bud",26085838,9517,0,No,0,0,0,No,,,2016-07-21T00:00:00Z,2016-07-21T00:00:00Z
334,HACC01,TSA,ENA,,PLN,Rubus hybrid cultivar,PRJEB6680,"SAMEA2649538,SAMEA2649539",,tissue_type: ripening fruits,51298852,42431,0,No,0,0,0,No,,,2014-10-01T00:00:00Z,2014-10-01T00:00:00Z
330,HAAK01,TSA,ENA,,PLN,Rumex acetosa,PRJEB1522,SAMEA2045451,isolate: sub.air.pet.Race,"dev_stage: 3 expanded leaves,isolation_source: pooled control and submerged plants,tissue_type: petiole",35821888,31986,0,No,0,0,0,No,,,2014-01-07T00:00:00Z,2013-04-21T00:00:00Z
331,HAAL01,TSA,ENA,,PLN,Rumex palustris,PRJEB1524,SAMEA2045454,isolate: sub.air.pet.Rpal,"dev_stage: 3 expanded leaves,isolation_source: pooled control and submerged plants,tissue_type: petiole",61491830,49016,0,No,0,0,0,No,,,2014-01-07T00:00:00Z,2013-04-21T00:00:00Z
292,GHKD01,TSA,GenBank,,PLN,Saccharum hybrid cultivar,PRJNA534301,SAMN11483343,cultivar: RB925345,tissue_type: lateral buds,241021405,318275,0,No,0,0,0,No,,,2019-04-26T00:00:00Z,2019-04-26T00:00:00Z
681,GCZX01,TSA,GenBank,,PLN,Saccharum hybrid cultivar,PRJNA244522,"SAMN02727967,SAMN03481882,SAMN03481883,SAMN03481884,SAMN03481885,SAMN03481886,SAMN03481887,SAMN03481888,SAMN03481889,SAMN03481890,SAMN03481891,SAMN03481892,SAMN03481893,SAMN03481894,SAMN03481895",,,219521271,250035,0,No,0,0,0,No,,,2016-01-05T00:00:00Z,2015-12-07T00:00:00Z
944,GFHJ01,TSA,GenBank,,PLN,Saccharum hybrid cultivar,PRJNA356226,SAMN06110572,"cultivar: KQ228\, Q208\, QC02-402\, QA02-1009\, QN05-1460\, QN05-1743\, QN05-1509\, QS99-2014\, QA96-1749\, Q241\, Q200\, QN05-803\, KQB07-23863\, KQB08-32953\, KQB07-23990\, KQ08-2850\, KQB07-24619\, KQB07-24739\, QBYN04-26041\, KQB09-23137\, KQB09-20620\, KQB09-20432","dev_stage: immature to mature tissues,tissue_type: Leaf\, internode and root",192976820,107597,0,No,0,0,0,No,,,2017-02-23T00:00:00Z,2017-02-23T00:00:00Z
957,GFHZ01,TSA,GenBank,,PLN,Saccharum hybrid cultivar,PRJNA356226,SAMN06323325,"cultivar: QC02-402\, QA02-1009\, QN05-1460\, QN05-1743\, QN05-1509\, QS99-2014\, QA96-1749\, Q241\, Q200\, QN05-803\, KQB07-23863\, KQB08-32953\, KQB07-23990\, KQ08-2850\, KQB07-24619\, KQB07-24739\, QBYN04-26041\, KQB09-23137\, KQB09-20620\, KQB09-20432","dev_stage: immature to mature tissues,tissue_type: Internode",124251915,116749,0,No,0,0,0,No,,,2017-09-05T00:00:00Z,2017-09-05T00:00:00Z
978,GFLP01,TSA,GenBank,,PLN,Saccharum hybrid cultivar,PRJNA356226,SAMN06110572,"cultivar: KQ228\, Q208\, QC02-402\, QA02-1009\, QN05-1460\, QN05-1743\, QN05-1509\, QS99-2014\, QA96-1749\, Q241\, Q200\, QN05-803\, KQB07-23863\, KQB08-32953\, KQB07-23990\, KQ08-2850\, KQB07-24619\, KQB07-24739\, QBYN04-26041\, KQB09-23137\, KQB09-20620\, KQB09-20432","dev_stage: immature to mature tissues,tissue_type: Leaf\, internode and root",957973993,894251,0,No,0,0,0,No,,,2017-04-12T00:00:00Z,2017-04-12T00:00:00Z
823,GELY01,TSA,GenBank,,PLN,Saccharum officinarum,PRJNA293771,"SAMN04009753,SAMN04009754,SAMN04009755,SAMN04009756,SAMN04009757,SAMN04009758",cultivar: ROC26,"dev_stage: New born,tissue_type: leaves",214671642,274225,0,No,0,0,0,No,,,2016-05-25T00:00:00Z,2016-05-25T00:00:00Z
414,GAHZ01,TSA,GenBank,,PLN,Salicornia europaea,PRJNA193210,SAMN02009301,,tissue_type: shoot,38276992,79812,0,No,0,0,0,No,,,2013-07-08T00:00:00Z,2013-07-08T00:00:00Z
415,GAIA01,TSA,GenBank,,PLN,Salicornia europaea,PRJNA193210,SAMN02009302,,tissue_type: shoot,41252568,83157,0,No,0,0,0,No,,,2013-07-08T00:00:00Z,2013-07-08T00:00:00Z
443,GAMH01,TSA,GenBank,,PLN,Salicornia europaea,PRJNA213571,SAMN02296709,,tissue_type: Root,51714806,112198,0,No,0,0,0,No,,,2015-01-05T00:00:00Z,2015-01-05T00:00:00Z
444,GAMI01,TSA,GenBank,,PLN,Salicornia europaea,PRJNA213571,SAMN02296708,,tissue_type: Root,48361971,99894,0,No,0,0,0,No,,,2015-01-06T00:00:00Z,2015-01-06T00:00:00Z
879,GEYA01,TSA,GenBank,,PLN,Salix integra,PRJNA292482,SAMN03981854,cultivar: S. integra Weishanhu,"isolation_source: greenhouse,tissue_type: leaves\, stem and roots",56250641,79977,0,No,0,0,0,No,,,2016-09-14T00:00:00Z,2016-09-14T00:00:00Z
159,GGGM01,TSA,GenBank,,PLN,Salix purpurea,PRJEB16316,"SAMEA4516778,SAMEA4516779,SAMEA4516780,SAMEA4516781,SAMEA4516782,SAMEA4516783,SAMEA4516784,SAMEA4516785,SAMEA4516786,SAMEA4516787,SAMEA4516788,SAMEA4516789,SAMEA4516790,SAMEA4516791,SAMEA4516792,SAMEA4516793,SAMEA4516794,SAMEA4516795,SAMEA4516796,SAMEA4516797,SAMEA4516798,SAMEA4516799,SAMEA4516800,SAMEA4516801,SAMEA4516802,SAMEA4516803,SAMEA4516804,SAMEA4516805,SAMEA4516806,SAMEA4516807,SAMEA4516808,SAMEA4516809,SAMEA4516810,SAMEA4516811,SAMEA4516812,SAMEA4516813,SAMEA4516814,SAMEA4516815,SAMEA4516816,SAMEA4516817,SAMEA4516818,SAMEA4516819,SAMEA4516820,SAMEA4516821,SAMEA4516822,SAMEA4516823,SAMEA4516824,SAMEA4516825",,,96117481,187477,0,No,0,0,0,No,,,2018-02-14T00:00:00Z,2018-02-14T00:00:00Z
340,HACX01,TSA,ENA,,PLN,Salix viminalis x (Salix viminalis x Salix schwerinii),PRJEB10883,,,tissue_type: root tips and leaves,36271984,24421,0,No,0,0,0,No,,,2017-09-29T00:00:00Z,2015-10-31T00:00:00Z
751,GDKL01,TSA,GenBank,,PLN,Salvia pomifera,PRJNA292070,SAMN03968470,,"dev_stage: mature,tissue_type: Trichomes",42264336,65974,0,No,0,0,0,No,,,2016-08-02T00:00:00Z,2016-08-02T00:00:00Z
41,GFUP01,TSA,GenBank,,PLN,Scenedesmus acutus,PRJNA396883,SAMN07440192,strain: TRISTR8540,isolation_source: fresh-water,42419495,50976,0,No,0,0,0,No,,,2018-07-20T00:00:00Z,2018-07-20T00:00:00Z
642,GCJW01,TSA,GenBank,,PLN,Secale cereale,PRJDB2278,SAMD00009760,,,59667637,45433,0,No,0,0,0,No,,,2015-04-28T00:00:00Z,2015-03-18T00:00:00Z
831,GEMU01,TSA,GenBank,,PLN,Selaginella bryopteris,PRJNA309371,"SAMN04432181,SAMN04432182",,,135957062,170965,0,No,0,0,0,No,,,2018-01-03T00:00:00Z,2018-01-03T00:00:00Z
672,GCVR01,TSA,GenBank,,PLN,Senna alexandrina,PRJNA252646,SAMN02854321,cultivar: Sona,tissue_type: mature leaf,54514329,37162,0,No,0,0,0,No,,,2015-07-06T00:00:00Z,2015-07-06T00:00:00Z
680,GCZV01,TSA,GenBank,,PLN,Senna alexandrina,PRJNA252646,SAMN02854320,cultivar: Sona,tissue_type: young leaf,47272160,42215,0,No,0,0,0,No,,,2015-07-06T00:00:00Z,2015-07-06T00:00:00Z
792,GEEB01,TSA,GenBank,,PLN,Senna alexandrina,PRJNA252646,"SAMN02854320,SAMN02854321",cultivar: Sona,,71959830,43361,0,No,0,0,0,No,,,2016-01-20T00:00:00Z,2016-01-20T00:00:00Z
619,GBYO01,TSA,GenBank,,PLN,Setaria italica,PRJNA255926,SAMN03256113,"cultivar: Shilixiang,isolate: HuiXian",tissue_type: leaf,17912552,22835,0,No,0,0,0,No,,,2015-01-14T00:00:00Z,2015-01-14T00:00:00Z
882,GEYT01,TSA,GenBank,,PLN,Silene ammophila,PRJNA341271,SAMN05717976,isolate: Karpathos Island,tissue_type: rosette leaves,39911850,73954,0,No,0,0,0,No,,,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
718,GDIJ01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03843845,isolate: ABR,"dev_stage: adult,tissue_type: leaf",43018981,78575,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
720,GDIR01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03844705,isolate: Kew#0066433,"dev_stage: adult,tissue_type: Leaf",71478569,72811,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
721,GDIS01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03844708,isolate: Kew#0001568,"dev_stage: adult,tissue_type: Leaf",65765471,64870,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
722,GDIT01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03846650,isolate: PDA,"dev_stage: adult,tissue_type: Leaf",73145873,74674,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
723,GDIV01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03843846,isolate: Kew#0031398,"dev_stage: adult,tissue_type: Leaf",68899569,72511,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
724,GDIW01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03843847,isolate: Kew#0022659,"dev_stage: adult,tissue_type: Leaf",70550315,74046,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
725,GDIX01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03843850,isolate: Kew#0022682,"dev_stage: adult,tissue_type: Leaf",70840316,71049,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
726,GDIY01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03846653,isolate: SAR,"dev_stage: adult,tissue_type: Leaf",64439203,65843,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
727,GDIZ01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03846654,isolate: SEN,"dev_stage: adult,tissue_type: Leaf",70141557,70664,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
728,GDJA01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03846655,isolate: VIT,"dev_stage: adult,tissue_type: Leaf",72220755,76441,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
729,GDJB01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03845715,isolate: ARZ,"dev_stage: adult,tissue_type: Leaf",73877916,73964,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
730,GDJC01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03845717,isolate: FRT,"dev_stage: adult,tissue_type: leaf",63117786,63176,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
731,GDJD01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03843849,isolate: Kew#0021973,"dev_stage: adult,tissue_type: leaf",71538855,74819,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
732,GDJE01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03844703,isolate: Kew#0021995,"dev_stage: adult,tissue_type: leaf",66477168,66502,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
733,GDJF01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03844704,isolate: Kew#0022006,"dev_stage: adult,tissue_type: leaf",67678043,69334,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
734,GDJG01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03844706,isolate: Kew#0021984,"dev_stage: adult,tissue_type: leaf",72287866,75584,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
735,GDJH01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03844707,isolate: Kew#0008589,"dev_stage: adult,tissue_type: leaf",73337425,74093,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
736,GDJI01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03846649,isolate: OPG,"dev_stage: adult,tissue_type: leaf",64320351,64425,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
737,GDJJ01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03846652,isolate: ROC,"dev_stage: adult,tissue_type: Leaf",73348524,73613,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
738,GDJK01,TSA,GenBank,,PLN,Silene conica,PRJNA289152,SAMN03846651,isolate: RD1,"dev_stage: adult,tissue_type: leaf",73619700,78843,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
883,GEYU01,TSA,GenBank,,PLN,Silene conoidea,PRJNA341271,SAMN05717971,isolate: KEW0002015,tissue_type: rosette leaves,56834365,90308,0,No,0,0,0,No,,,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
920,GFCG01,TSA,GenBank,,PLN,Silene dioica,PRJNA356362,SAMN06112450,,"tissue_type: roots\, shoot\, flower buds\, flower",96146275,92347,0,No,0,0,0,No,,,2016-12-13T00:00:00Z,2016-12-13T00:00:00Z
921,GFCH01,TSA,GenBank,,PLN,Silene dioica,PRJNA356362,SAMN06112451,,"tissue_type: roots\, shoot\, flower buds\, flower",94168117,94757,0,No,0,0,0,No,,,2016-12-13T00:00:00Z,2016-12-13T00:00:00Z
884,GEYV01,TSA,GenBank,,PLN,Silene grisebachii,PRJNA341271,SAMN05717978,isolate: Thasos,tissue_type: rosette leaves,118559280,163680,0,No,0,0,0,No,,,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
427,GAKC01,TSA,GenBank,,PLN,Silene latifolia,PRJNA202865,,,tissue_type: flower bud,58363,135,135,Yes,0,0,0,No,,,2013-07-12T00:00:00Z,2013-07-03T00:00:00Z
477,GARX01,TSA,GenBank,,PLN,Silene latifolia,PRJNA233645,SAMN00783715,,dev_stage: flower buds,28651,21,18,Yes,0,0,0,No,,,2014-03-28T00:00:00Z,2014-03-28T00:00:00Z
739,GDJL01,TSA,GenBank,,PLN,Silene macrodonta,PRJNA289152,SAMN03846656,isolate: MAC 7 COST 16 PL7,"dev_stage: adult,tissue_type: leaf",32337984,63430,0,No,0,0,0,No,,,2015-07-29T00:00:00Z,2015-07-29T00:00:00Z
888,GEZA01,TSA,GenBank,,PLN,Silene sartorii,PRJNA341271,SAMN05717979,isolate: Sounion,tissue_type: rosette leaves,112780965,161216,0,No,0,0,0,No,,,2016-10-05T00:00:00Z,2016-10-05T00:00:00Z
885,GEYW01,TSA,GenBank,,PLN,Silene subconica,PRJNA341271,SAMN05717980,isolate: Leptokaria,tissue_type: rosette leaves,42523314,73381,0,No,0,0,0,No,,,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
886,GEYX01,TSA,GenBank,,PLN,Silene undulata,PRJNA341271,SAMN05717981,isolate: West Seed Farm,tissue_type: rosette leaves,65767857,99244,0,No,0,0,0,No,,,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
679,GCZU01,TSA,GenBank,,PLN,Sinningia speciosa,PRJNA282877,SAMN03580414,,,26923648,22821,0,No,0,0,0,No,,,2015-05-05T00:00:00Z,2015-05-05T00:00:00Z
560,GBJY01,TSA,GenBank,,PLN,Sinopodophyllum hexandrum,PRJNA258431,SAMN02997652,cultivar: Royle,tissue_type: Rhizome,17967934,35403,0,No,0,0,0,No,,,2014-09-02T00:00:00Z,2014-09-02T00:00:00Z
251,GGXT01,TSA,GenBank,,PLN,Smilax myosotiflora,PRJNA491233,SAMN10067990,isolate: Leaves,"dev_stage: matured leaves,tissue_type: leaves",23182006,32852,0,No,0,0,0,No,,,2018-10-10T00:00:00Z,2018-10-10T00:00:00Z
775,GDZW01,TSA,GenBank,,PLN,Solanum chacoense,PRJNA299204,SAMN04195171,cultivar: G4,"dev_stage: flowers at anthesis,tissue_type: ovule",68738005,47087,0,No,0,0,0,No,,,2015-11-10T00:00:00Z,2015-11-10T00:00:00Z
776,GDZX01,TSA,GenBank,,PLN,Solanum chacoense,PRJNA299204,"SAMN04195171,SAMN04195172,SAMN04195173,SAMN04195175",,,92390924,53303,0,No,0,0,0,No,,,2015-11-10T00:00:00Z,2015-11-10T00:00:00Z
785,GEDG01,TSA,GenBank,,PLN,Solanum chacoense,PRJNA299204,"SAMN04195171,SAMN04195172,SAMN04195173,SAMN04195175",,,50218226,42873,32240,Yes,0,0,0,No,,,2015-12-21T00:00:00Z,2015-12-21T00:00:00Z
636,GCHT01,TSA,GenBank,,PLN,Solanum commersonii,PRJNA269013,"SAMN03247584,SAMN03247585,SAMN03247586,SAMN03247587",cultivar: cmm1t,,152397355,115242,0,No,0,0,0,No,,,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z
490,GAYS01,TSA,GenBank,,PLN,Solanum incanum,PRJNA222416,SAMN02370327,cultivar: W4,"tissue_type: root\, stem\, leaf\, peduncle\, floral bud\, flower\, calyx and fruit",73796411,95095,0,No,0,0,0,No,,,2015-01-27T00:00:00Z,2015-01-27T00:00:00Z
489,GAYR01,TSA,GenBank,,PLN,Solanum melongena,PRJNA239646,SAMN02666663,cultivar: Ramnagar Giant,"tissue_type: root\, stem\, leaf\, peduncle\, floral bud\, flower\, calyx and fruit",73634789,94837,0,No,0,0,0,No,,,2015-01-27T00:00:00Z,2015-01-27T00:00:00Z
510,GBEF01,TSA,GenBank,,PLN,Solanum melongena,PRJNA233637,SAMN02570259,,"tissue_type: roots\, stems and young leaves",40642033,44641,0,No,0,0,0,No,,,2014-06-04T00:00:00Z,2014-06-04T00:00:00Z
527,GBGZ01,TSA,GenBank,,PLN,Solanum melongena,PRJNA247728,SAMN02777982,,tissue_type: fruit,132832610,121454,0,No,0,0,0,No,,,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z
895,GEZT01,TSA,GenBank,,PLN,Solanum prinophyllum,PRJNA343677,"SAMN05792068,SAMN05792069,SAMN05792070,SAMN05792071,SAMN05792072,SAMN05792073,SAMN05792074,SAMN05792075",,,231255033,189534,0,No,0,0,0,No,,,2016-09-29T00:00:00Z,2016-09-29T00:00:00Z
153,GGFC02,TSA,GenBank,,PLN,Solanum sisymbriifolium,PRJNA422280,"SAMN08173793,SAMN10905549",,,96630187,50625,0,No,0,0,0,No,,,2019-04-03T00:00:00Z,2019-04-03T00:00:00Z
416,GAIC01,TSA,GenBank,,PLN,Solanum torvum,PRJNA196896,,strain: SW,"dev_stage: first to second leaf,tissue_type: roots",17935319,35275,0,No,0,0,0,No,,,2013-08-30T00:00:00Z,2013-08-30T00:00:00Z
511,GBEG01,TSA,GenBank,,PLN,Solanum torvum,PRJNA233637,SAMN02570258,,"tissue_type: roots\, stems and young leaves",49495750,53571,0,No,0,0,0,No,,,2014-06-04T00:00:00Z,2014-06-04T00:00:00Z
891,GEZF01,TSA,GenBank,,PLN,Sonneratia caseolaris,PRJNA308629,SAMN04404341,cultivar: wild,tissue_type: roots,37912522,47954,0,No,0,0,0,No,,,2016-09-28T00:00:00Z,2016-09-19T00:00:00Z
145,GGDZ01,TSA,GenBank,,PLN,Sorghum halepense,PRJNA417857,SAMN08007477,,"dev_stage: reproductive,tissue_type: rhizome node buds",116442885,141030,0,No,0,0,0,No,,,2018-01-03T00:00:00Z,2018-01-03T00:00:00Z
284,GHHD01,TSA,GenBank,,PLN,Sorghum halepense,PRJNA512627,SAMN10688707,"cultivar: wild-growing,isolate: AHAS-resistance","dev_stage: three-leaf stage,tissue_type: leaf",77018224,79269,0,No,0,0,0,No,,,2019-04-02T00:00:00Z,2019-04-02T00:00:00Z
